Fecha,Nodo,Partida,Rubro,Producto,Orden_Partida,Orden_Nodo,Budget,Statemens,Real,diff,cumplimiento
2025-01,KT,EPC,Techos,CEMENTOS CAUCA,16.0,10.0,0.0,Budget,0.0,0.0,0.0
2025-01,KT,EPC,Techos,SURTISUR,16.0,10.0,0.0,Budget,0.0,0.0,0.0
2025-01,KT,EPC,Techos,SANTA CLARA CASA,16.0,10.0,0.0,Budget,0.0,0.0,0.0
2025-01,KT,EPC,Techos,SANTA CLARA NEGOCIO,16.0,10.0,0.0,Budget,0.0,0.0,0.0
2025-01,KT,EPC,Techos,VALLE DE ATRIZ,16.0,10.0,0.0,Budget,0.0,0.0,0.0
2025-01,KT,EPC,Techos,ALIANZA MÉDICA SIGLO XXI,16.0,10.0,0.0,Budget,0.0,0.0,0.0
2025-01,KT,EPC,Techos,ALIANZA MÉDICA SIGLO XXI,16.0,10.0,0.0,Budget,0.0,0.0,0.0
2025-01,KT,Minigranjas,Minigranjas,NAOS,17.0,10.0,47557790.61563,Budget,0.0,0.0,0.0
2025-01,KT,Minigranjas,Minigranjas,DELTA,17.0,10.0,200087561.769296,Budget,0.0,0.0,0.0
2025-01,KT,Minigranjas,Minigranjas,POLARIS 1,17.0,10.0,483989675.76,Budget,0.0,0.0,0.0
2025-01,KT,Minigranjas,Minigranjas,LYRA,17.0,10.0,0.0,Budget,0.0,0.0,0.0
2025-01,KT,Minigranjas,Minigranjas,ORBIS,17.0,10.0,0.0,Budget,0.0,0.0,0.0
2025-01,KT,Minigranjas,Minigranjas,POLARIS 3,17.0,10.0,0.0,Budget,0.0,0.0,0.0
2025-01,KT,Minigranjas,Minigranjas,VEGA,17.0,10.0,0.0,Budget,0.0,0.0,0.0
2025-01,KT,Minigranjas,Minigranjas,BELLATRIS / POLARIS 2,17.0,10.0,-11600.0,Budget,0.0,0.0,0.0
2025-01,KT,Estructuración,Minigranjas,Estructuración,18.0,10.0,0.0,Budget,0.0,0.0,0.0
2025-01,KT,Devolución inventario / impuestos,Devolución inventario / impuestos,Devolución inventario / impuestos,19.0,10.0,0.0,Budget,0.0,0.0,0.0
2025-01,Capital de trabajo,Δ Capital de trabajo,Capital de trabajo,Δ Capital de trabajo,20.0,11.0,502349721.6278148,Budget,0.0,0.0,0.0
2025-01,Flujo de caja libre,Flujo de caja libre,Flujo de caja libre,Flujo de caja libre,21.0,12.0,241417940.69825917,Budget,0.0,0.0,0.0
2025-01,Accionistas,Δ Deuda Actual,Δ Deuda Actual,BVC,22.0,13.0,-6100174.694618096,Budget,0.0,0.0,0.0
2025-01,Accionistas,Δ Deuda Actual,Δ Deuda Actual,Banco de Occidente,22.0,13.0,-3608112.0,Budget,0.0,0.0,0.0
2025-01,Accionistas,Δ Deuda Actual,Δ Deuda Actual,Banco de Bogota,22.0,13.0,-11111111.0,Budget,0.0,0.0,0.0
2025-01,Accionistas,Δ Deuda Actual,Δ Deuda Actual,JP y NAT,22.0,13.0,-0.0,Budget,0.0,0.0,0.0
2025-01,Accionistas,Δ Deuda Actual,Δ Deuda Actual,A2senso 2,22.0,13.0,-0.0,Budget,0.0,0.0,0.0
2025-01,Accionistas,Δ Deuda Actual,Δ Deuda Actual,Banco de Occidente,22.0,13.0,-0.0,Budget,0.0,0.0,0.0
2025-01,Accionistas,Δ Deuda Para PPAs,Deuda Para PPAs,Δ Deuda Para PPAs,23.0,13.0,0.0,Budget,0.0,0.0,0.0
2025-01,Flujo de caja del accionista,Flujo de caja del accionista,Flujo de caja del accionista,Flujo de caja del accionista,24.0,14.0,220598543.00364107,Budget,0.0,0.0,0.0
2025-01,Resultado_Ejercicio,Δ Capital y superhavit de capital,Δ Capital y superhavit de capital,Δ Capital y superhavit de capital,25.0,15.0,0.0,Budget,0.0,0.0,0.0
2025-01,Resultado_Ejercicio,- Dividendos,- Dividendos,- Dividendos,25.0,15.0,0.0,Budget,0.0,0.0,0.0
2025-01,Flujo de caja neto,Flujo de caja neto,Flujo de caja neto,Flujo de caja neto,26.0,16.0,220598543.00364107,Budget,0.0,0.0,0.0
2025-01,Caja inicial,Caja inicial,Caja inicial,Caja inicial,27.0,17.0,228808924.0,Budget,0.0,0.0,0.0
2025-01,Caja final,Caja final,Caja final,Caja final,28.0,18.0,449407467.00364107,Budget,0.0,0.0,0.0
2025-02,Ingresos,Ventas EPC,EPC Techos,Unicentro,0.0,0.0,0.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costos EPC,EPC Techos,Unicentro,0.0,1.0,0.0,Budget,0.0,0.0,0.0
2025-02,Ingresos,Ventas EPC,EPC Techos,Casa Orion,0.0,0.0,0.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costos EPC,EPC Techos,Casa Orion,0.0,1.0,0.0,Budget,0.0,0.0,0.0
2025-02,Ingresos,Ventas EPC,EPC Techos,Jugos Naturales,0.0,0.0,0.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costos EPC,EPC Techos,Jugos Naturales,0.0,1.0,0.0,Budget,0.0,0.0,0.0
2025-02,Ingresos,Ventas EPC,EPC Techos,Agropecuaria San,0.0,0.0,0.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costos EPC,EPC Techos,Agropecuaria San,0.0,1.0,0.0,Budget,0.0,0.0,0.0
2025-02,Ingresos,Ventas EPC,EPC Techos,Clinica Morasurco,0.0,0.0,0.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costos EPC,EPC Techos,Clinica Morasurco,0.0,1.0,0.0,Budget,0.0,0.0,0.0
2025-02,Ingresos,Ventas EPC,EPC Techos,Hospital Infantil,0.0,0.0,0.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costos EPC,EPC Techos,Hospital Infantil,0.0,1.0,0.0,Budget,0.0,0.0,0.0
2025-02,Ingresos,Ventas EPC,EPC Techos,Desarrollo Campesino,0.0,0.0,0.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costos EPC,EPC Techos,Desarrollo Campesino,0.0,1.0,0.0,Budget,0.0,0.0,0.0
2025-02,Ingresos,Ventas EPC,EPC Techos,Casa francisco Gutierrez,0.0,0.0,0.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costos EPC,EPC Techos,Casa francisco Gutierrez,0.0,1.0,0.0,Budget,0.0,0.0,0.0
2025-02,Ingresos,Ventas EPC,EPC Techos,Hotel Adamo,0.0,0.0,0.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costos EPC,EPC Techos,Hotel Adamo,0.0,1.0,0.0,Budget,0.0,0.0,0.0
2025-02,Ingresos,Ventas EPC,EPC Techos,SAN NICOLAS (MARIA FERNANDA ROSAS SEGURA),0.0,0.0,0.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costos EPC,EPC Techos,SAN NICOLAS (MARIA FERNANDA ROSAS SEGURA),0.0,1.0,0.0,Budget,0.0,0.0,0.0
2025-02,Ingresos,Ventas EPC,EPC Techos,B.A.S INGENIERIA,0.0,0.0,0.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costos EPC,EPC Techos,B.A.S INGENIERIA,0.0,1.0,0.0,Budget,0.0,0.0,0.0
2025-02,Ingresos,Ventas EPC,EPC Techos,SURTISUR,0.0,0.0,0.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costos EPC,EPC Techos,SURTISUR,0.0,1.0,0.0,Budget,0.0,0.0,0.0
2025-02,Ingresos,Ventas EPC,EPC Techos,CEMENTOS CAUCA,0.0,0.0,0.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costos EPC,EPC Techos,CEMENTOS CAUCA,0.0,1.0,0.0,Budget,0.0,0.0,0.0
2025-02,Ingresos,Ventas EPC,EPC Techos,Casa Guillermo,0.0,0.0,0.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costos EPC,EPC Techos,Casa Guillermo,0.0,1.0,0.0,Budget,0.0,0.0,0.0
2025-02,Ingresos,Ventas EPC,EPC Techos,Nava del sur,0.0,0.0,0.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costos EPC,EPC Techos,Nava del sur,0.0,1.0,0.0,Budget,0.0,0.0,0.0
2025-02,Ingresos,Ventas EPC,EPC Techos,Estacion de Servicio Andalucia,0.0,0.0,0.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costos EPC,EPC Techos,Estacion de Servicio Andalucia,0.0,1.0,0.0,Budget,0.0,0.0,0.0
2025-02,Ingresos,Ventas EPC,EPC Techos,Apartamentos Gonzalo Jimenez,0.0,0.0,0.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costos EPC,EPC Techos,Apartamentos Gonzalo Jimenez,0.0,1.0,0.0,Budget,0.0,0.0,0.0
2025-02,Ingresos,Ventas EPC,EPC Techos,Panificadora la Villa,0.0,0.0,0.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costos EPC,EPC Techos,Panificadora la Villa,0.0,1.0,0.0,Budget,0.0,0.0,0.0
2025-02,Ingresos,Ventas EPC,EPC Techos,Lacteos Tulua,0.0,0.0,0.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costos EPC,EPC Techos,Lacteos Tulua,0.0,1.0,0.0,Budget,0.0,0.0,0.0
2025-02,Ingresos,Ventas EPC,Mini granjas,Delta 1,0.0,0.0,0.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costos EPC,Mini granjas,Delta 1,0.0,1.0,0.0,Budget,0.0,0.0,0.0
2025-02,Ingresos,Ventas EPC,Mini granjas,Delta 2,0.0,0.0,0.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costos EPC,Mini granjas,Delta 2,0.0,1.0,0.0,Budget,0.0,0.0,0.0
2025-02,Ingresos,Ventas EPC,Mini granjas,Polaris 1,0.0,0.0,4096249600.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costos EPC,Mini granjas,Polaris 1,0.0,1.0,2254653000.0,Budget,0.0,0.0,0.0
2025-02,Ingresos,Ventas EPC,Mini granjas,LYRA 1,0.0,0.0,0.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costos EPC,Mini granjas,LYRA 1,0.0,1.0,0.0,Budget,0.0,0.0,0.0
2025-02,Ingresos,Ventas EPC,Mini granjas,ORBIS 1,0.0,0.0,0.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costos EPC,Mini granjas,ORBIS 1,0.0,1.0,0.0,Budget,0.0,0.0,0.0
2025-02,Ingresos,Ventas EPC,Mini granjas,Polaris 2,0.0,0.0,0.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costos EPC,Mini granjas,Polaris 2,0.0,1.0,0.0,Budget,0.0,0.0,0.0
2025-02,Ingresos,Ventas EPC,Mini granjas,Polaris 3,0.0,0.0,0.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costos EPC,Mini granjas,Polaris 3,0.0,1.0,0.0,Budget,0.0,0.0,0.0
2025-02,Ingresos,Ventas EPC,Mini granjas,NAOS 4,0.0,0.0,0.0,Budget,0.0,0.0,0.0
2025-02,Ingresos,Ingreso por venta de energía,Energía,HAPINNA,1.0,0.0,436136.8810364196,Budget,0.0,0.0,0.0
2025-02,Ingresos,Ingreso por venta de energía,Energía,TIGRE ,1.0,0.0,2823650.063156128,Budget,0.0,0.0,0.0
2025-02,Ingresos,Ingreso por venta de energía,Energía,CAMPOS,1.0,0.0,2411056.0055996072,Budget,0.0,0.0,0.0
2025-02,Ingresos,Ingreso por venta de energía,Energía,CUELLAR,1.0,0.0,4342158.395631778,Budget,0.0,0.0,0.0
2025-02,Ingresos,Ingreso por venta de energía,Energía,FFA94,1.0,0.0,0.0,Budget,0.0,0.0,0.0
2025-02,Ingresos,Ingreso por venta de energía,Energía,FFA122,1.0,0.0,0.0,Budget,0.0,0.0,0.0
2025-02,Ingresos,Ingreso por venta de energía,Energía,SOLSTICIO,1.0,0.0,550673.8985660952,Budget,0.0,0.0,0.0
2025-02,Ingresos,Ingreso por venta de energía,Energía,LA CALI,1.0,0.0,3689287.601027202,Budget,0.0,0.0,0.0
2025-02,Ingresos,Ingreso por venta de energía,Energía,ACUAGEN,1.0,0.0,1670262.406745547,Budget,0.0,0.0,0.0
2025-02,Ingresos,Ingreso por venta de energía,Energía,DISPROPAN,1.0,0.0,2051325.933700134,Budget,0.0,0.0,0.0
2025-02,Ingresos,Ingreso por venta de energía,Energía,V1501,1.0,0.0,4454058.8346963525,Budget,0.0,0.0,0.0
2025-02,Ingresos,Ingreso por venta de energía,Energía,ARBOLEDA,1.0,0.0,1100828.82104,Budget,0.0,0.0,0.0
2025-02,Ingresos,Ingreso por venta de energía,Energía,CONSULTORIOS V1501,1.0,0.0,2413393.647596418,Budget,0.0,0.0,0.0
2025-02,Ingresos,Ingreso por venta de energía,Energía,PLATINUM,1.0,0.0,2152248.473551361,Budget,0.0,0.0,0.0
2025-02,Ingresos,Ingreso por venta de energía,Energía,CLUB COLOMBIA,1.0,0.0,7813785.708105075,Budget,0.0,0.0,0.0
2025-02,Ingresos,Ingreso por venta de energía,Energía,CONGENAR,1.0,0.0,1280440.178085818,Budget,0.0,0.0,0.0
2025-02,Ingresos,Ingreso por venta de energía,Energía,GRAN AVENIDA,1.0,0.0,1263733.9439219998,Budget,0.0,0.0,0.0
2025-02,Ingresos,Ingreso por venta de energía,Energía,HITO,1.0,0.0,2124281.82794136,Budget,0.0,0.0,0.0
2025-02,Ingresos,Ingreso por venta de energía,Energía,PABON,1.0,0.0,5715209.35364023,Budget,0.0,0.0,0.0
2025-02,Ingresos,Ingreso por venta de energía,Energía,VIVARIUM,1.0,0.0,819610.3409597999,Budget,0.0,0.0,0.0
2025-02,Ingresos,Ingreso por venta de energía,Energía,BALCONES DE PUBENZA,1.0,0.0,1601037.859386,Budget,0.0,0.0,0.0
2025-02,Ingresos,Ingreso por venta de energía,Energía,NOVACENTRO ZC1,1.0,0.0,1941835.5235000001,Budget,0.0,0.0,0.0
2025-02,Ingresos,Ingreso por venta de energía,Energía,NOVACENTRO ZC3,1.0,0.0,1535981.7185500003,Budget,0.0,0.0,0.0
2025-02,Ingresos,Ingreso por venta de energía,Energía,NOVACENTRO OFICINAS,1.0,0.0,560312.7858,Budget,0.0,0.0,0.0
2025-02,Ingresos,Ingreso por venta de energía,Energía,SAN RAFAEL,1.0,0.0,0.0,Budget,0.0,0.0,0.0
2025-02,Ingresos,Ingreso por venta de energía,Energía,Incubadora del sur,1.0,0.0,0.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costos por venta de energía,Energía,Energía,1.0,1.0,0.0,Budget,0.0,0.0,0.0
2025-02,Ingresos,Ingreso granjas OyM,NAOS ,NAOS ,2.0,0.0,12945833.333333332,Budget,0.0,0.0,0.0
2025-02,Ingresos,Ingreso granjas OyM,DELTA,DELTA,2.0,0.0,0.0,Budget,0.0,0.0,0.0
2025-02,Ingresos,Ingreso granjas OyM,POLARIS,POLARIS,2.0,0.0,0.0,Budget,0.0,0.0,0.0
2025-02,Ingresos,Ingreso granjas OyM,POLARIS 2,POLARIS 2,2.0,0.0,0.0,Budget,0.0,0.0,0.0
2025-02,Ingresos,Ingreso granjas OyM,POLARIS 3,POLARIS 3,2.0,0.0,0.0,Budget,0.0,0.0,0.0
2025-02,Ingresos,Ingreso granjas OyM,ORBIS,ORBIS,2.0,0.0,0.0,Budget,0.0,0.0,0.0
2025-02,Ingresos,Ingreso granjas OyM,LYRA,LYRA,2.0,0.0,0.0,Budget,0.0,0.0,0.0
2025-02,Ingresos,Ingreso granjas OyM,VEGA,VEGA,2.0,0.0,0.0,Budget,0.0,0.0,0.0
2025-02,Ingresos,Ingreso granjas OyM,EVOLTI,EVOLTI,2.0,0.0,0.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costo granjas OyM,NAOS,Seguridad,2.0,1.0,9527097.5,Budget,0.0,0.0,0.0
2025-02,Costos,Costo granjas OyM,NAOS,Contador,2.0,1.0,600000.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costo granjas OyM,NAOS,Abogado,2.0,1.0,0.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costo granjas OyM,NAOS,Técnico,2.0,1.0,0.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costo granjas OyM,NAOS,Kit Herramientas,2.0,1.0,0.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costo granjas OyM,NAOS,Fee,2.0,1.0,0.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costo granjas OyM,NAOS,Fumigación,2.0,1.0,0.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costo granjas OyM,NAOS,Internet,2.0,1.0,0.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costo granjas OyM,NAOS,Equipo de Sebas Lucena,2.0,1.0,0.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costo granjas OyM,NAOS,Transporte,2.0,1.0,0.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costo granjas OyM,NAOS,TOTAL,2.0,1.0,10127097.5,Budget,0.0,0.0,0.0
2025-02,Costos,Costo granjas OyM,DELTA,Seguridad,2.0,1.0,0.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costo granjas OyM,DELTA,Contador,2.0,1.0,600000.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costo granjas OyM,DELTA,Abogado,2.0,1.0,0.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costo granjas OyM,DELTA,Mantenimiento,2.0,1.0,0.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costo granjas OyM,DELTA,TOTAL,2.0,1.0,600000.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costo granjas OyM,POLARIS 1,Seguridad,2.0,1.0,0.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costo granjas OyM,POLARIS 1,Contador,2.0,1.0,600000.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costo granjas OyM,POLARIS 1,Abogado,2.0,1.0,0.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costo granjas OyM,POLARIS 1,Mantenimiento,2.0,1.0,0.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costo granjas OyM,POLARIS 1,TOTAL,2.0,1.0,600000.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costo granjas OyM,POLARIS 2,Seguridad,2.0,1.0,0.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costo granjas OyM,POLARIS 2,Contador,2.0,1.0,600000.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costo granjas OyM,POLARIS 2,Abogado,2.0,1.0,0.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costo granjas OyM,POLARIS 2,Mantenimiento,2.0,1.0,0.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costo granjas OyM,POLARIS 2,TOTAL,2.0,1.0,600000.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costo granjas OyM,POLARIS 3,Seguridad,2.0,1.0,0.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costo granjas OyM,POLARIS 3,Contador,2.0,1.0,600000.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costo granjas OyM,POLARIS 3,Abogado,2.0,1.0,0.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costo granjas OyM,POLARIS 3,Mantenimiento,2.0,1.0,0.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costo granjas OyM,POLARIS 3,TOTAL,2.0,1.0,600000.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costo granjas OyM,ORBIS,Seguridad,2.0,1.0,0.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costo granjas OyM,ORBIS,Contador,2.0,1.0,600000.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costo granjas OyM,ORBIS,Abogado,2.0,1.0,0.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costo granjas OyM,ORBIS,Mantenimiento,2.0,1.0,0.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costo granjas OyM,ORBIS,TOTAL,2.0,1.0,600000.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costo granjas OyM,LYRA,Seguridad,2.0,1.0,0.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costo granjas OyM,LYRA,Contador,2.0,1.0,600000.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costo granjas OyM,LYRA,Abogado,2.0,1.0,0.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costo granjas OyM,LYRA,Mantenimiento,2.0,1.0,0.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costo granjas OyM,LYRA,TOTAL,2.0,1.0,600000.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costo granjas OyM,VEGA,Seguridad,2.0,1.0,0.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costo granjas OyM,VEGA,Contador,2.0,1.0,600000.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costo granjas OyM,VEGA,Abogado,2.0,1.0,0.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costo granjas OyM,VEGA,Mantenimiento,2.0,1.0,0.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costo granjas OyM,VEGA,TOTAL,2.0,1.0,600000.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costo granjas OyM,NOVA,Seguridad,2.0,1.0,0.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costo granjas OyM,NOVA,Contador,2.0,1.0,600000.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costo granjas OyM,NOVA,Abogado,2.0,1.0,0.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costo granjas OyM,NOVA,Mantenimiento,2.0,1.0,0.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costo granjas OyM,NOVA,TOTAL,2.0,1.0,600000.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costo granjas OyM,EVOLTI,Seguridad,2.0,1.0,0.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costo granjas OyM,EVOLTI,Contador,2.0,1.0,600000.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costo granjas OyM,EVOLTI,Abogado,2.0,1.0,0.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costo granjas OyM,EVOLTI,Mantenimiento,2.0,1.0,0.0,Budget,0.0,0.0,0.0
2025-02,Costos,Costo granjas OyM,EVOLTI,TOTAL,2.0,1.0,600000.0,Budget,0.0,0.0,0.0
2025-02,Utilidad bruta,Utilidad bruta,Utilidad bruta,Utilidad bruta,3.0,2.0,1876239548.5355709,Budget,0.0,0.0,0.0
2025-02,Gastos,Gastos administrativos,0,Arriendo,4.0,3.0,15500000.0,Budget,0.0,0.0,0.0
2025-02,Gastos,Gastos administrativos,0,Asesoria,4.0,3.0,3000000.0,Budget,0.0,0.0,0.0
2025-02,Gastos,Gastos administrativos,0,Computadores,4.0,3.0,9000000.0,Budget,0.0,0.0,0.0
2025-02,Gastos,Gastos administrativos,0,ERP,4.0,3.0,0.0,Budget,0.0,0.0,0.0
2025-02,Gastos,Gastos administrativos,0,Gastos legales ,4.0,3.0,2500000.0,Budget,0.0,0.0,0.0
2025-02,Gastos,Gastos administrativos,0,Oficina,4.0,3.0,6000000.0,Budget,0.0,0.0,0.0
2025-02,Gastos,Gastos administrativos,0,Plan celular,4.0,3.0,500000.0,Budget,0.0,0.0,0.0
2025-02,Gastos,Gastos administrativos,0,Servicios publicos,4.0,3.0,1500000.0,Budget,0.0,0.0,0.0
2025-02,Gastos,Gastos administrativos,0,Sistemas,4.0,3.0,3100000.0,Budget,0.0,0.0,0.0
2025-02,Gastos,Gastos administrativos,0,SST,4.0,3.0,6000000.0,Budget,0.0,0.0,0.0
2025-02,Gastos,Gastos administrativos,0,Transporte personal,4.0,3.0,800000.0,Budget,0.0,0.0,0.0
2025-02,Gastos,Gastos administrativos,0,Viaticos,4.0,3.0,4000000.0,Budget,0.0,0.0,0.0
2025-02,Gastos,Gastos administrativos,0,viaticos Talento Humano ,4.0,3.0,1500000.0,Budget,0.0,0.0,0.0
2025-02,Gastos,Gastos administrativos,0,Imprevistos,4.0,3.0,1300000.0,Budget,0.0,0.0,0.0
2025-02,Gastos,Gastos administrativos,0,cierre de año,4.0,3.0,0.0,Budget,0.0,0.0,0.0
2025-02,Gastos,Gastos administrativos,0,Polizas,4.0,3.0,0.0,Budget,0.0,0.0,0.0
2025-02,Gastos,Gastos administrativos,0,SALARIOS,4.0,3.0,170000000.0,Budget,0.0,0.0,0.0
2025-02,Gastos,Gastos administrativos financiero,Gastos administrativos financiero,Gastos administrativos financiero,5.0,3.0,0.0,Budget,0.0,0.0,0.0
2025-02,Gastos,Gastos intereses,Gastos intereses,BVC,6.0,3.0,2380093.0,Budget,0.0,0.0,0.0
2025-02,Gastos,Gastos intereses,Gastos intereses,Banco de Occidente,6.0,3.0,1425263.0,Budget,0.0,0.0,0.0
2025-02,Gastos,Gastos intereses,Gastos intereses,Banco de Bogota,6.0,3.0,3498293.0,Budget,0.0,0.0,0.0
2025-02,Gastos,Gastos intereses,Gastos intereses,JP y NAT,6.0,3.0,3588945.0,Budget,0.0,0.0,0.0
2025-02,Gastos,Gastos intereses,Gastos intereses,A2senso 2,6.0,3.0,0.0,Budget,0.0,0.0,0.0
2025-02,Gastos,Gastos intereses,Gastos intereses,Banco de Occidente,6.0,3.0,0.0,Budget,0.0,0.0,0.0
2025-02,Gastos,Gastos ventas,0,viaticos comercial ,7.0,3.0,2500000.0,Budget,0.0,0.0,0.0
2025-02,Gastos,Gastos ventas,0,Plan celular,7.0,3.0,350000.0,Budget,0.0,0.0,0.0
2025-02,Gastos,Gastos ventas,0,publicidad,7.0,3.0,15000000.0,Budget,0.0,0.0,0.0
2025-02,Gastos,Gastos ventas,0,transporte personal,7.0,3.0,1000000.0,Budget,0.0,0.0,0.0
2025-02,Gastos,Gastos ventas,0,viaticos Juan Manuel ,7.0,3.0,2000000.0,Budget,0.0,0.0,0.0
2025-02,Gastos,Gastos ventas,0,Imprevistos,7.0,3.0,600000.0,Budget,0.0,0.0,0.0
2025-02,Gastos,Gastos ventas,0,Salarios,7.0,3.0,41300000.0,Budget,0.0,0.0,0.0
2025-02,Utilidad operativa,Utilidad operativa,Utilidad operativa,Utilidad operativa,8.0,4.0,1577896954.5355709,Budget,0.0,0.0,0.0
2025-02,Impuestos,Impuestos de Renta,Impuestos de Renta,Impuestos de Renta,9.0,5.0,0.0,Budget,0.0,0.0,0.0
2025-02,Impuestos,Impuesto ICA,Impuesto ICA,Impuesto ICA,9.0,5.0,0.0,Budget,0.0,0.0,0.0
2025-02,Impuestos,Beneficio de Renta,Beneficio de Renta,Beneficio de Renta,9.0,5.0,0.0,Budget,0.0,0.0,0.0
2025-02,NOPLAT,NOPLAT,NOPLAT,NOPLAT,10.0,6.0,1577896954.5355709,Budget,0.0,0.0,0.0
2025-02,Depreciación & Amortización,Depreciación & Amortización,Depreciación & Amortización,Depreciación & Amortización,11.0,7.0,0.0,Budget,0.0,0.0,0.0
2025-02,Flujo de caja operacional,Flujo de caja operacional,Flujo de caja operacional,Flujo de caja operacional,12.0,8.0,1577896954.5355709,Budget,0.0,0.0,0.0
2025-02,Inversiones,Δ Inversión granjas,Inversiones Evolti,NAOS,13.0,9.0,0.0,Budget,0.0,0.0,0.0
2025-02,Inversiones,Δ Inversión granjas,Inversiones Evolti,DELTA,13.0,9.0,-108550000.0,Budget,0.0,0.0,0.0
2025-02,Inversiones,Δ Inversión granjas,Inversiones Evolti,POLARIS,13.0,9.0,0.0,Budget,0.0,0.0,0.0
2025-02,Inversiones,Δ Inversión granjas,Inversiones Evolti,LYRA,13.0,9.0,-178000000.0,Budget,0.0,0.0,0.0
2025-02,Inversiones,Δ Inversión granjas,Inversiones Evolti,ORBIS,13.0,9.0,0.0,Budget,0.0,0.0,0.0
2025-02,Inversiones,Δ Inversión granjas,Inversiones Evolti,VEGA,13.0,9.0,0.0,Budget,0.0,0.0,0.0
